Model,Feature_Type,Test_AUC_Mean,Test_AUC_Std,Test_AUPRC_Mean,Test_AUPRC_Std,Test_F1_Mean,Test_F1_Std
CatBoost,Combined,0.7236938951720259,0.05268407152827305,0.1853392564316146,0.06536647882488927,0.21065466490232548,0.04780116914242776
CatBoost,Full Codes,0.7121487624476964,0.049816794848014656,0.16147851374251773,0.04637819660834711,0.18341588841437048,0.04048634423274921
CatBoost,Groups,0.6849142077286234,0.04896363625568044,0.17376589979416168,0.05120214226441147,0.17069306388946953,0.04686956185011621
RandomForest,Combined,0.707780035198382,0.06510365499902641,0.18770598952554993,0.06897643053248666,0.23298695504522096,0.08385965645517166
RandomForest,Full Codes,0.709327509671511,0.05230700838151147,0.18579315298447568,0.0608095532341091,0.24618939414940638,0.07763687371377569
RandomForest,Groups,0.6889954795393595,0.05939437973608258,0.17673882937497876,0.05542249303895075,0.19944305619102368,0.06748344489428096
XGBoost,Combined,0.6803164376109582,0.0557009656702215,0.14698807268226752,0.06452750354765519,0.1786891297613143,0.02798510029244015
XGBoost,Full Codes,0.6694085042432636,0.05604919561380723,0.1414582114674649,0.04109025937071895,0.16735155738751703,0.052720862307341666
XGBoost,Groups,0.6781466239336211,0.04598335189529355,0.14615220414699376,0.047303755476004426,0.17726585277030482,0.046429261573054346
